label_id	text
7	铂电极多功能传感器<sep>本发明公开了一种铂电极多功能传感器。数据处理模块由微处理器和存储器组成<sep>通信模块为无线通信模块zigbee。数据采集模块通过传感器检测水中的重金属离子，如温度、电导率、ph值、氧化还原电位、铅离子等。检测信号通过amagar d转换器输入微处理器，微处理器对数据进行滤波、融合和存储。通信模块采用无线通信技术与远程控制中心进行通信，微处理器将处理后的数据通过汇聚节点转发至远程控制中心。如果水质指标不在规定范围内，则报警电路报警。远程控制中心查询异常索引并进行相应处理<sep>本发明的有益效果是该传感器检测精度高，可以实现水质检测功能
7	智能洒水系统<sep>本发明涉及环保降尘技术领域<sep>具体涉及一种智能喷雾系统，包括喷雾控制系统、湿度传感装置和空气质量传感装置。喷淋控制系统的信号输出端与喷淋回路电磁阀和出料电磁主阀相连，喷淋回路电磁阀的信号输出端与远传压力表信号输入端相连。远传压力表信号输出端与增压泵信号输入端相连，增压泵信号输出端与浮球液位开关信号输入端相连，浮球液位开关置于储水箱内.系统可智能启闭，无需人工参与<sep>当粉尘监测系统检测到空气中pm2.5浓度和地面湿度达到预警值时，自动启动洒水程序
7	一种煤矿用防尘喷淋装置<sep>本实用新型公开了一种煤矿井下防尘喷淋装置<sep>包括矿井，矿井内腔底部固定安装水箱，水箱顶部固定安装水管，水泵固定安装在水管底端，固定套通过连接块固定安装在矿井内腔顶部，水管顶部与固定件内腔固定安装袖子。水管底部固定有连接管，连接管底端固定有连接板，连接板底部固定有喷水管。煤矿井下采用防尘喷淋装置，调节不同的控制箱，使水泵和电磁阀根据需要开启运行，保证水箱内清水进入内流输水管，通过连接管进入连接板内腔，最后通过喷头向外喷水，快速实现矿井内部除尘，提高矿井的除尘效果<sep>得到改善
7	氯化亚铁盐酸溶液废液处理一体化设备<sep>本实用新型提供一种氯化亚铁盐酸溶液废液处理一体化设备<sep>自上而下依次包括空气净化室、干燥段、旋转沸腾煅烧炉和料仓。洁净空气室下端通过连接法兰与干燥段固定，干燥段下端通过连接法兰与旋转沸腾煅烧炉固定，旋转沸腾煅烧炉底部有一个筒仓。本实用新型的氯化亚铁盐酸溶液废液处理一体化设备直接从氯化亚铁盐酸废液中回收氧化铁和氯化氢气体<sep>本实用新型得到的产品为氧化铁，其产品价值远优于氯化亚铁晶体，一体化设备还可实现全封闭生产，有利于环境，提高废液利用率产品
7	空气净化器<sep>提供了一种空气净化器<sep>其包括：空气净化模块，该空气净化模块包括第一风扇和在轴向上连接到第一风扇的第一电机；以及气流控制器，该气流控制器被配置为沿竖直方向旋转并调节从第一风扇排出的气流。风扇，气流控制器包括第二风扇和与第二风扇轴向连接的第二电机，当气流控制器时，气流控制器可从处于倾斜垂直状态的第二位置移动到处于平直状态的第一位置。处于第一位置 第一电机和第二电机轴向排列 当风量控制器处于第二位置时，第一电机和第二电机不轴向排列<sep>本发明可以提高空气净化器的吸风能力、排风能力和净化能力，便于用户识别操作信息
7	一种循环风热污泥处理设备的加热装置<sep>本发明公开了一种循环风热污泥处理装置的加热装置<sep>包括圆柱形后盖和前盖，前盖螺旋连接在后盖内，内壁上形成圆形后挡圈的后盖。前盖内壁上形成圆形前挡圈，前盖前端形成锥形导筒，前盖导向管前端形成出风管，进气孔形成在后盖的后端。后盖上固定有一进风口，进风口与进风口相连。后盖壳内插有锥形导风罩，导风罩内壁固定加热线圈，导风罩底端固定盖板，导风罩侧面具有折边，折边上开有若干通风孔。导风罩和折边套有过滤网罩，过滤网罩和导风罩的下摆夹在前罩前环和后罩后环之间<sep>本发明可以防止灰尘在加热线圈上堆积，从而保护加热线圈，减少灰尘对加热效率的影响
7	封闭公共空间防疫废气监测系统<sep>本实用新型涉及一种封闭公共空间防疫排气监测系统<sep>满足封闭公共空间防疫监测的需要。该检测系统设置在有顶有墙的公共空间内，其特征是公共空间的屋顶通过吊杆设置排风管，下侧设有多个上风口。排气管。排气管后端连接防疫监测段，防疫监测段沿排气方向依次设置粗滤板和集毒插板。病毒集插板后侧设有除菌净化过滤装置，除菌净化过滤装置后侧设有主排风扇<sep>本实用新型在封闭的公共空间的排气管末端设置防疫监测的病毒采集插板，定期更换病毒采集插板，对病毒采集插板上的病毒进行检测，从而以实时监测疫情并迅速做出反应
7	大气盐雾含量在线检测装置及方法<sep>本发明公开了一种大气盐雾含量在线检测装置及其检测方法。该装置包括采样模块和分析模块。取样模块包括吸收液储罐、试剂储罐、气泵、输送泵、取样瓶、反应瓶、取样针和比色皿<sep>气泵用于抽取大气至取样瓶。输送泵用于将吸收液从吸收液储存箱抽取至取样瓶，将溶液从取样瓶抽取至反应瓶，将试剂液从试剂储存罐抽取至反应瓶，比色输送带上设有盘，取样针可将反应瓶中的溶液全部抽出，注入输送带上的比色盘中。分析模块包括分光光度计<sep>本发明可以缩短大气盐雾含量的测量周期，提高检测精度
7	厨房柔性排杂涡流连接装置及其使用方法<sep>本发明涉及厨房污水处理设备技术领域<sep>具体涉及一种厨房柔性排杂涡流连接装置及其使用方法。本发明要解决的技术问题是厨房管道容易堵塞。为了解决上述技术问题，本发明提供了一种厨房柔性排杂涡流连接装置，包括锥头水箱，进水管插入锥头水箱两侧的开口中，圆弧角箱体固定连接在锥头进水箱的顶部，驱动装置设置在弧角箱内，涡流制造装置设置在锥头水箱内，驱动装置的底部固定连接涡流制造装置的顶部。锥头取水槽底部的出水口通过排水机构与锥头集水槽顶部的进水口相连<sep>本发明提出的螺旋片上每个圆锥片的直径不同，可以改变水流的方向，形成一个漩涡，通过叶片和排列在上面的杂物后，可以将柔软的杂物打碎向上
7	适用于烘焙车间的空气过滤器<sep>本实用新型公开了一种适用于烘焙车间的空气过滤器<sep>包括具有空腔的壳体，壳体的两端分别设有进风口和出风口。外壳内从进风口到出风口依次设置有粗滤单元、精滤单元和紫外线消毒单元。紫外线消毒单元包括导板，多个紫外灯旋转模块设置在导板之间。 uv灯旋转模块包括两个uv灯座，uv灯座通过连接柱可拆卸和连接。两个uv灯座之间还设置有多个uv灯，在uv灯座远离uv灯的一侧设置有转轴。壳体内壁上设有旋转盲孔，连接柱上设有多个叶片<sep>适用于烘焙车间的空气过滤器可以使烘焙车间真正意义上的无菌无尘，杜绝微生物对食品的污染
